"1" "1" 177581175
"1" "2" 8439899
"2" "2" 170400283
"1" "3" 7160651
"2" "3" 6195664
"3" "3" 136847139
"1" "4" 5612984
"2" "4" 4943475
"3" "4" 4115722
"4" "4" 106114023
"1" "5" 6453378
"2" "5" 5213710
"3" "5" 4468956
"4" "5" 3573770
"5" "5" 115747919
"1" "6" 6208164
"2" "6" 5348325
"3" "6" 4739424
"4" "6" 3651430
"5" "6" 3934321
"6" "6" 116581645
"1" "7" 5683555
"2" "7" 4917141
"3" "7" 4250105
"4" "7" 3472163
"5" "7" 3630839
"6" "7" 3714139
"7" "7" 103913717
"1" "8" 4911609
"2" "8" 4238541
"3" "8" 3607107
"4" "8" 2862850
"5" "8" 3144790
"6" "8" 3200079
"7" "8" 3009505
"8" "8" 93106988
"1" "9" 5143590
"2" "9" 4030117
"3" "9" 3466960
"4" "9" 2748520
"5" "9" 2966799
"6" "9" 2996917
"7" "9" 2797346
"8" "9" 2502575
"9" "9" 77160080
"1" "10" 5944501
"2" "10" 4674461
"3" "10" 4064812
"4" "10" 3404726
"5" "10" 3475240
"6" "10" 3475257
"7" "10" 3325591
"8" "10" 2880765
"9" "10" 2830841
"10" "10" 96027526
"1" "11" 6107581
"2" "11" 5174159
"3" "11" 4632808
"4" "11" 3491083
"5" "11" 3886106
"6" "11" 4676111
"7" "11" 3686025
"8" "11" 3231797
"9" "11" 3278486
"10" "11" 3543824
"11" "11" 104383586
"1" "12" 5771797
"2" "12" 4710053
"3" "12" 4141173
"4" "12" 3357430
"5" "12" 3554620
"6" "12" 3621680
"7" "12" 3340583
"8" "12" 2965419
"9" "12" 2959009
"10" "12" 3281698
"11" "12" 3776408
"12" "12" 95506635
"1" "13" 3141406
"2" "13" 2687353
"3" "13" 2216714
"4" "13" 1827892
"5" "13" 2068108
"6" "13" 1958115
"7" "13" 1951191
"8" "13" 1707646
"9" "13" 1665028
"10" "13" 1913240
"11" "13" 2002701
"12" "13" 1948633
"13" "13" 54197156
"1" "14" 4045273
"2" "14" 3160853
"3" "14" 2717690
"4" "14" 2300286
"5" "14" 2421779
"6" "14" 2358791
"7" "14" 2230513
"8" "14" 2035667
"9" "14" 2105978
"10" "14" 2292102
"11" "14" 2522440
"12" "14" 2372962
"13" "14" 1551087
"14" "14" 61973885
"1" "15" 4219089
"2" "15" 3143308
"3" "15" 2741649
"4" "15" 2196145
"5" "15" 2403535
"6" "15" 2337799
"7" "15" 2189351
"8" "15" 1973896
"9" "15" 2168761
"10" "15" 2343599
"11" "15" 2534103
"12" "15" 2431957
"13" "15" 1518829
"14" "15" 2007977
"15" "15" 60726769
"1" "16" 4316299
"2" "16" 3080022
"3" "16" 2590035
"4" "16" 2179100
"5" "16" 2333543
"6" "16" 2338401
"7" "16" 2299161
"8" "16" 2041864
"9" "16" 2225347
"10" "16" 2594042
"11" "16" 2694513
"12" "16" 2466503
"13" "16" 1393010
"14" "16" 1862295
"15" "16" 2018730
"16" "16" 62498675
"1" "17" 5606856
"2" "17" 3800992
"3" "17" 3287313
"4" "17" 2559143
"5" "17" 2760509
"6" "17" 2873358
"7" "17" 2675993
"8" "17" 2359882
"9" "17" 2806264
"10" "17" 2804163
"11" "17" 3445794
"12" "17" 3123068
"13" "17" 1534809
"14" "17" 2290910
"15" "17" 2620797
"16" "17" 2900970
"17" "17" 70495064
"1" "18" 2669525
"2" "18" 2214582
"3" "18" 1812648
"4" "18" 1557941
"5" "18" 1751991
"6" "18" 1616395
"7" "18" 1631094
"8" "18" 1509138
"9" "18" 1575532
"10" "18" 1766707
"11" "18" 1906783
"12" "18" 1786984
"13" "18" 1274351
"14" "18" 1432928
"15" "18" 1461950
"16" "18" 1485645
"17" "18" 1605032
"18" "18" 46417884
"1" "19" 4669615
"2" "19" 2366995
"3" "19" 2047873
"4" "19" 1593099
"5" "19" 1895021
"6" "19" 1887871
"7" "19" 1844034
"8" "19" 1503292
"9" "19" 1784808
"10" "19" 1800320
"11" "19" 2203893
"12" "19" 2086560
"13" "19" 906981
